22X8 SECTION,
CODE,"INTERNAL
LENGTH
LI (mm)"
22X8 X1120,1120
22X8 X1180,1180
22X8 X1250,1250
22X8 X1320,1320
22X8 X1400,1400
22X8 X1500,1500
22X8 X1600,1600
22X8 X2000,2000
