RSPA SECTION,
CODE,"PITCH
LENGTH
LD (mm)"
RSPA 1500,1500
RSPA 1600,1600
RSPA 1700,1700
RSPA 1800,1800
RSPA 1900,1900
RSPA 2000,2000
RSPA 2120,2120
