R3V SECTION,
CODE,"EXTERNAL
LENGTH
LE (mm)"
R3V 950,2410
R3V 1000,2540
R3V 1060,2690
R3V 1120,2840
R3V 1180,3000
R3V 1250,3180
R3V 1320,3350
R3V 1400,3550
