28X8 SECTION,
CODE,"INTERNAL
LENGTH
LI (mm)"
28X8 X1250,1250
28X8 X1320,1320
28X8 X1400,1400
28X8 X1500,1500
28X8 X1600,1600
28X8 X1700,1700
