37X10 SECTION,
CODE,"INTERNAL
LENGTH
LI (mm)"
37X10X600,600
37X10X650,650
37X10X675,675
37X10X750,750
37X10X800,800
37X10X850,850
37X10X900,900
37X10X950,950
