RSPA SECTION,
CODE,"PITCH
LENGTH
LD (mm)"
RSPA 2240,2240
RSPA 2360,2360
RSPA 2500,2500
RSPA 2650,2650
RSPA 2800,2800
RSPA 3000,3000
RSPA 3150,3150
